[DIAG] DLL static-init starting (before proto registration)
Filters: "File spark (real mechanism): a shared-ancestor storm*"
Randomness seeded to: 924448775
[2026-09-21 22:53:33.621] [info] SparkEngine started (0 spark(s) armed)
[2026-09-21 22:53:33.621] [info] SparkEngine: armed 'file|100:C:\Users\<user>\AppData\Local\Temp\yuzu_test_spark_fileb2_storm_root_6032592465085344657_0\dep0\f.txt'
[2026-09-21 22:53:33.622] [info] SparkEngine: armed 'file|100:C:\Users\<user>\AppData\Local\Temp\yuzu_test_spark_fileb2_storm_root_6032592465085344657_0\dep1\f.txt'
[2026-09-21 22:53:33.622] [info] SparkEngine: armed 'file|100:C:\Users\<user>\AppData\Local\Temp\yuzu_test_spark_fileb2_storm_root_6032592465085344657_0\dep2\f.txt'
[2026-09-21 22:53:33.623] [info] SparkEngine: armed 'file|100:C:\Users\<user>\AppData\Local\Temp\yuzu_test_spark_fileb2_storm_root_6032592465085344657_0\dep3\f.txt'
[2026-09-21 22:53:33.623] [info] SparkEngine: armed 'file|100:C:\Users\<user>\AppData\Local\Temp\yuzu_test_spark_fileb2_storm_root_6032592465085344657_0\dep4\f.txt'
[2026-09-21 22:53:33.624] [info] SparkEngine: armed 'file|100:C:\Users\<user>\AppData\Local\Temp\yuzu_test_spark_fileb2_storm_root_6032592465085344657_0\dep5\f.txt'
[2026-09-21 22:53:33.625] [info] SparkEngine: armed 'file|100:C:\Users\<user>\AppData\Local\Temp\yuzu_test_spark_fileb2_storm_root_6032592465085344657_0\dep6\f.txt'
[2026-09-21 22:53:33.625] [info] SparkEngine: armed 'file|100:C:\Users\<user>\AppData\Local\Temp\yuzu_test_spark_fileb2_storm_root_6032592465085344657_0\dep7\f.txt'
[2026-09-21 22:53:33.625] [info] SparkEngine: armed 'file|100:C:\Users\<user>\AppData\Local\Temp\yuzu_test_spark_fileb2_storm_root_6032592465085344657_0\dep8\f.txt'
[2026-09-21 22:53:33.626] [info] SparkEngine: armed 'file|100:C:\Users\<user>\AppData\Local\Temp\yuzu_test_spark_fileb2_storm_root_6032592465085344657_0\dep9\f.txt'
[2026-09-21 22:53:33.626] [info] SparkEngine: armed 'file|101:C:\Users\<user>\AppData\Local\Temp\yuzu_test_spark_fileb2_storm_root_6032592465085344657_0\dep10\f.txt'
[2026-09-21 22:53:33.627] [info] SparkEngine: armed 'file|101:C:\Users\<user>\AppData\Local\Temp\yuzu_test_spark_fileb2_storm_root_6032592465085344657_0\dep11\f.txt'
[2026-09-21 22:53:33.627] [info] SparkEngine: armed 'file|101:C:\Users\<user>\AppData\Local\Temp\yuzu_test_spark_fileb2_storm_root_6032592465085344657_0\dep12\f.txt'
[2026-09-21 22:53:33.627] [info] SparkEngine: armed 'file|101:C:\Users\<user>\AppData\Local\Temp\yuzu_test_spark_fileb2_storm_root_6032592465085344657_0\dep13\f.txt'
[2026-09-21 22:53:33.628] [info] SparkEngine: armed 'file|101:C:\Users\<user>\AppData\Local\Temp\yuzu_test_spark_fileb2_storm_root_6032592465085344657_0\dep14\f.txt'
[2026-09-21 22:53:33.628] [info] SparkEngine: armed 'file|101:C:\Users\<user>\AppData\Local\Temp\yuzu_test_spark_fileb2_storm_root_6032592465085344657_0\dep15\f.txt'
[2026-09-21 22:53:33.628] [info] SparkEngine: armed 'file|101:C:\Users\<user>\AppData\Local\Temp\yuzu_test_spark_fileb2_storm_root_6032592465085344657_0\dep16\f.txt'
[2026-09-21 22:53:33.629] [info] SparkEngine: armed 'file|101:C:\Users\<user>\AppData\Local\Temp\yuzu_test_spark_fileb2_storm_root_6032592465085344657_0\dep17\f.txt'
[2026-09-21 22:53:33.629] [info] SparkEngine: armed 'file|101:C:\Users\<user>\AppData\Local\Temp\yuzu_test_spark_fileb2_storm_root_6032592465085344657_0\dep18\f.txt'
[2026-09-21 22:53:33.629] [info] SparkEngine: armed 'file|101:C:\Users\<user>\AppData\Local\Temp\yuzu_test_spark_fileb2_storm_root_6032592465085344657_0\dep19\f.txt'
[2026-09-21 22:53:33.629] [info] SparkEngine: armed 'file|101:C:\Users\<user>\AppData\Local\Temp\yuzu_test_spark_fileb2_storm_root_6032592465085344657_0\dep20\f.txt'
